IAUNAME,PID,AID
J102626.49+104446.9,26,0
J102750.28+112037.1,39,0
J102820.01+103726.8,31,0
J103212.02+111339.4,16,0
J103328.16+115152.2,24,0
J103802.51+102234.5,14,0
J103835.80+105836.2,25,0
J104156.03+122721.2,22,0
J105215.94+111655.0,24,0
J104927.59+110320.6,27,2
J104130.74+120028.0,28,0
J105518.37+104122.7,26,0
J105453.11+110857.1,29,0
J105211.67+111625.2,28,0
J105450.39+120525.2,10,0
J110644.51+122420.6,33,0
J111201.01+124412.0,31,0
J111330.22+120230.1,21,0
J111843.74+114545.5,35,0
J111902.56+115345.2,14,0
J111904.68+111733.8,20,0
J111501.05+120308.2,18,0
J112114.15+125137.6,14,0
J112202.93+122658.0,13,0
J112208.79+122856.5,24,0
J113942.61+115309.8,27,0
J113519.72+124905.6,29,0
J114748.28+120021.2,19,0
J114343.22+110905.0,35,0
J113958.29+115028.1,18,0
J114050.38+110720.1,20,0
J113837.95+130631.5,22,0
J114256.99+130530.9,27,0
J114354.21+130850.4,17,0
J115440.26+121242.2,37,0
J115312.03+121519.9,15,0
J114901.93+114215.8,22,0
J114750.29+113552.8,28,0
J114616.58+131229.2,20,0
J114344.46+123549.2,21,0
J114802.64+122522.2,28,0
J115030.94+125524.6,26,0
J120130.88+121106.2,40,0
J115548.96+113058.7,36,0
J115753.96+131556.0,31,0
J120017.18+125002.8,32,0
J120918.53+120639.1,27,0
J120341.28+122408.2,23,0
J121308.50+112814.0,12,0
J121331.31+115510.8,26,0
J120720.35+114049.1,16,0
J121157.07+134136.0,25,0
J121437.96+131614.8,12,1
J122207.08+120703.3,15,1
J122126.85+115608.0,26,0
J121917.96+114251.0,29,0
J122120.82+115458.5,14,0
J122403.77+134035.3,25,0
J123017.78+120055.4,24,0
J123334.95+120446.0,36,0
J123507.83+113728.5,12,1
J123349.22+111534.9,21,0
J123616.48+125512.0,47,0
J111718.82+065513.0,32,0
J112402.92+073347.4,20,0
J112530.92+071020.6,18,0
J112343.43+081042.1,23,0
J112602.67+081611.2,15,0
J112920.02+074953.4,19,0
J113346.37+064958.5,14,0
J114427.37+064824.5,28,0
J114713.86+075427.5,30,0
J114718.83+075408.8,24,0
J115018.05+065310.7,13,0
J114858.65+064409.8,40,0
J114711.84+083832.7,30,0
J114627.74+075129.5,22,0
J115010.54+083103.0,36,0
J115246.32+070105.1,6,1
J115227.74+080853.6,24,0
J115801.71+072825.0,29,0
J120420.54+082231.4,39,0
J121111.08+080656.9,47,0
J121248.56+081220.3,26,0
J121253.13+083827.7,35,0
J121747.32+073235.3,20,0
J122049.12+081932.7,21,0
J122400.28+072224.6,33,0
J122218.00+063606.8,30,0
J122220.73+064303.7,17,0
J121915.59+073257.2,33,0
J122047.74+081900.6,19,0
J122046.62+081736.4,21,0
J122040.48+075703.4,26,0
J122145.80+080250.5,31,0
J122938.52+061651.5,24,0
J122719.34+063345.9,24,0
J122705.88+064326.3,27,1
J122831.00+075203.4,13,0
J123544.54+081951.4,34,0
J123636.66+074859.8,31,0
J123917.82+065811.3,21,0
J123626.46+061848.3,13,0
J123537.40+061117.6,24,0
J140556.70+363000.5,31,0
J140002.17+362325.8,0,2
J140439.72+374941.7,24,0
J141715.49+354707.6,35,1
J141209.04+372829.8,22,0
J142608.08+350137.8,38,0
J142309.13+362433.9,25,0
J143217.20+362027.7,52,0
J143722.63+352618.2,22,0
J144408.85+351342.8,0,6
J144531.28+344545.5,24,0
J144439.59+351304.7,18,1
J145730.41+322546.6,22,2
J145637.41+330420.7,29,0
J145845.21+314747.8,33,0
J150314.54+324117.9,30,0
J151956.06+301737.2,18,1
J151858.27+300733.8,23,0
J152039.32+305104.2,23,0
J151202.51+313140.5,19,0
J151427.63+310911.1,39,1
J151308.03+312333.3,34,0
J152624.49+295459.4,20,0
J152210.03+294348.0,34,0
J152030.82+304623.0,30,0
J152132.90+304105.5,36,0
J152638.35+285158.7,24,0
J152630.21+292552.1,30,0
J152307.22+305339.4,26,0
J152750.71+303154.9,32,0
J153902.26+284018.5,28,0
J153714.71+293236.6,32,0
J154533.08+270016.5,22,0
J154234.30+271300.9,54,0
J153807.14+274253.8,22,1
J154650.05+281058.5,33,0
J155026.89+274005.0,35,0
J155927.94+254559.6,45,0
J155538.00+271818.7,31,0
J160030.90+263242.7,46,0
J162806.44+213418.5,57,0
J163408.45+203942.4,34,0
J024636.40+001654.8,20,0
J025054.26+002031.4,46,0
J132710.17+500844.2,30,0
J132841.63+521049.6,34,0
J133007.78+513531.0,39,0
J133220.41+521420.6,37,0
J134626.20+502324.9,27,0
J133924.50+511414.1,40,0
J134705.94+505411.2,34,0
J135844.22+493654.9,34,0
J135720.44+494621.4,29,0
J140318.81+495925.2,23,0
J141127.84+493546.8,22,0
J142126.61+475352.8,26,0
J142014.29+472433.0,16,0
J142153.70+483353.8,26,2
J141353.79+475342.9,21,0
J141205.13+494508.7,20,0
J141607.20+492213.0,30,0
J141251.81+484507.2,38,0
J142024.17+491945.8,31,0
J142202.27+490943.5,23,0
J142232.75+493036.7,29,0
J143052.18+463618.3,23,0
J142519.14+471347.2,19,0
J142236.78+483446.0,47,0
J142400.13+483323.6,26,0
J142509.90+485839.9,29,0
J142215.23+482746.0,41,0
J142503.31+475913.5,28,1
J143154.82+471516.8,41,0
J144009.33+472138.3,23,0
J143958.95+474727.9,18,0
J144616.68+460520.2,22,0
J144450.60+460625.0,19,0
J145008.93+471234.1,24,0
J150259.19+435650.9,41,0
J150145.43+450057.6,26,0
J145129.08+453857.4,0,2
J151339.72+424604.2,50,2
J151748.75+423617.6,37,0
J153005.63+421506.2,34,0
J155730.19+371838.9,24,0
J160655.22+363048.9,41,0
J161753.25+335726.1,47,0
J161614.97+341528.6,38,0
J161016.01+340421.5,28,0
J160614.03+345153.0,51,0
J165913.11+232330.9,66,0
J170537.84+250221.3,51,0
J170730.40+215425.0,68,0
J171216.12+224949.8,47,0
J164614.38+263039.6,55,0
J164659.60+264938.8,33,0
J165050.38+280147.9,31,0
J165030.39+272900.6,29,0
J124702.53+113143.5,23,0
J124639.79+115359.5,32,0
J124233.57+122523.7,35,0
J130113.17+120307.1,20,0
J125848.28+123037.5,23,0
J130158.12+131457.5,37,0
J131043.09+110006.2,41,0
J131207.29+125210.9,25,0
J132457.56+105426.5,30,0
J132030.83+112827.8,47,0
J131900.21+110139.2,25,0
J133126.03+110532.0,16,0
J132902.43+105455.7,6,0
J132427.39+115844.8,36,0
J132527.65+122327.6,26,0
J133425.44+110800.7,28,0
J133745.39+122653.3,42,1
J135200.84+122058.5,30,1
J135446.34+110128.5,42,0
J135416.98+110128.1,21,0
J140150.98+114453.0,49,0
J140520.58+125201.7,22,0
J141333.68+114546.0,49,1
J141855.32+121518.5,40,0
J141801.49+104549.6,35,0
J142106.35+114025.4,38,0
J142011.87+112809.7,40,0
J142413.12+121831.8,40,0
J143355.88+120843.9,36,0
J144544.36+100949.8,37,0
J145132.85+095040.7,34,0
J144913.32+111401.3,42,0
J144759.08+115359.1,25,0
J145229.89+122151.0,35,0
J145939.82+084530.4,57,0
J145624.24+092108.4,43,0
J150059.03+104342.7,29,0
J150458.87+095626.1,10,1
J150417.44+104936.3,20,0
J150713.82+112314.5,27,0
J150709.69+111341.7,35,0
J151117.01+082737.1,52,0
J150912.84+093902.8,35,0
J151302.36+093216.8,47,0
J152046.73+101639.7,33,0
J151921.72+104204.4,61,0
J151713.34+103143.7,23,0
J151530.85+114104.9,32,0
J152345.57+105809.6,26,0
J152150.82+112531.5,43,0
J152202.96+081720.1,48,0
J152100.02+083103.5,27,0
J152828.11+075754.7,35,0
J154500.30+090755.8,55,0
J154402.53+081548.9,33,0
J154904.86+091010.3,40,0
J154956.57+095427.9,45,0
J155352.45+090647.8,33,0
J155348.21+070639.9,28,0
J154810.15+072500.6,31,0
J155959.20+083405.5,38,0
J160648.05+074100.9,27,0
J160902.86+072226.2,46,0
J073002.23+401444.1,39,0
J073351.32+422941.4,30,0
J074558.35+442155.8,29,0
J075529.98+461408.7,40,0
J091319.77+093212.5,42,0
J091107.79+102330.0,39,0
J090849.96+100747.7,27,0
J091620.73+105956.0,24,0
J091753.76+104229.7,35,0
J093026.01+102442.0,55,0
J094311.94+110144.1,24,0
J094429.59+113345.6,28,0
J095819.67+112618.1,31,0
J095831.17+120516.1,31,0
J095357.29+112155.0,36,0
J095326.00+111240.7,17,0
J095111.59+114905.9,38,0
J095028.76+114256.4,28,0
J095243.73+123729.6,31,0
J095259.22+121853.9,36,0
J095729.18+123253.6,38,0
J100404.71+115029.6,34,0
J100150.69+121828.9,29,0
J095951.85+112028.6,26,0
J100018.70+123156.7,24,0
J100248.65+125814.2,28,0
J100040.27+124329.6,37,0
J100433.52+133349.5,16,0
J101329.75+115750.3,10,1
J101628.14+122059.7,8,0
J100956.95+121411.6,30,0
J101012.52+133220.2,27,0
J101344.57+125310.8,26,0
J101550.59+134400.5,25,0
J101651.02+133248.8,29,0
J101643.13+133423.8,30,0
J101710.05+134740.8,22,0
J102249.35+133825.9,31,0
J103751.57+123348.9,35,0
J103424.75+143019.7,34,0
J103931.61+141132.3,29,0
J103935.47+141043.6,35,0
J103959.59+133629.5,25,0
J104159.56+143418.8,29,0
J105322.44+145009.9,29,0
J110946.40+131821.6,11,0
J110740.88+141456.5,32,0
J111009.42+145440.0,41,0
J111911.36+134700.2,39,0
J111611.67+140846.6,13,0
J111252.22+130008.4,28,0
J112638.21+134836.7,20,0
J112419.38+152243.3,20,0
J113440.57+140023.7,0,2
J113257.94+141825.5,26,0
J112559.10+143819.6,21,0
J113136.16+145748.7,30,0
J113225.38+151814.7,29,0
J113727.32+133621.5,26,0
J113658.41+134153.9,26,0
J113656.03+142119.5,24,0
J113547.67+133626.4,23,0
J113553.47+133831.4,18,0
J113245.81+142716.8,26,0
J113247.72+143654.6,28,0
J113238.32+143611.4,23,0
J113406.37+154324.5,27,0
J082106.13+081136.7,41,1
J082344.47+080500.4,38,0
J082736.98+080814.4,43,4
J084011.15+080342.0,15,0
J114646.26+134731.9,29,0
J114603.20+135402.0,26,0
J114748.31+143641.4,31,0
J114500.94+134159.2,23,0
J114559.62+141426.6,28,0
J114417.73+135630.6,7,1
J114158.56+133542.9,20,0
J114510.76+152645.9,10,0
J114638.50+153127.6,15,0
J114538.93+153236.3,38,0
J114552.45+154938.3,23,0
J114648.19+153713.8,27,0
J114712.68+135808.1,28,0
J114622.67+141024.1,24,0
J114601.54+153149.2,42,0
J114546.14+152256.5,24,0
J115130.40+152940.8,3,4
J115802.11+160559.6,16,0
J115738.86+154821.4,25,0
J115738.99+150505.7,43,0
J120217.20+153736.9,29,0
J120150.80+143323.9,36,0
J120140.37+135501.6,53,0
J120047.03+134747.5,28,0
J120110.75+153734.5,28,0
J120759.33+150331.9,23,0
J120811.68+150206.1,19,0
J120946.43+153723.5,18,0
J121639.31+141737.9,28,0
J121208.96+134913.9,46,0
J121217.88+134123.1,17,0
J121008.34+153557.0,23,0
J121216.23+153013.8,10,0
J122222.47+142001.0,37,0
J122500.30+144014.0,21,0
J122400.58+144114.6,39,1
J122309.66+145041.3,33,0
J122840.46+144716.6,30,0
J122754.75+145009.8,28,0
J123657.49+150750.9,16,0
J123709.75+151648.6,36,0
J124306.60+142359.7,42,0
J123756.93+151019.7,23,0
J124542.97+160425.2,21,0
J124540.67+154351.0,34,0
J124852.22+153935.5,25,0
J130831.89+133945.3,19,0
J130844.41+134702.0,22,0
J130732.87+140823.2,19,0
J130657.16+142551.4,21,0
J130738.54+145041.6,28,0
J131901.57+134845.7,27,0
J132856.55+150430.5,27,0
J133453.86+133246.2,31,0
J133137.03+133529.2,29,0
J133135.90+132731.2,33,0
J133149.87+132403.4,33,0
J133617.52+145844.1,12,1
J134551.00+125559.6,23,0
J134354.03+133656.9,21,0
J134546.53+144000.8,20,0
J134704.67+144839.0,30,0
J134738.72+145630.2,21,0
J134807.42+144711.9,45,0
J135101.43+143630.6,42,0
J135430.12+141537.9,27,0
J135332.33+133315.3,39,0
J080049.16+494635.2,20,0
J081003.18+512045.6,33,0
J080854.68+533333.0,28,0
J082247.87+530141.6,20,0
J082708.97+534927.3,24,0
J082243.40+545555.5,37,0
J083335.90+550106.0,17,1
J083425.76+552850.5,31,0
J082336.42+551950.2,35,0
J082124.90+551053.1,32,0
J084032.36+560635.5,38,0
J091936.70+611501.5,30,0
J092054.42+634042.6,19,0
J092533.27+641732.8,29,0
J124651.03+105420.3,37,0
J124947.46+062520.2,24,0
J124804.02+064007.9,32,0
J124842.01+080347.6,17,0
J125528.23+083437.8,17,0
J125440.86+094912.9,24,0
J125224.34+090934.6,45,0
J125347.39+102651.9,34,0
J125636.42+110221.9,32,0
J125233.86+082550.1,28,0
J125112.38+080617.4,43,0
J125510.69+082149.6,14,0
J130232.12+092240.4,40,0
J130022.56+084156.1,42,0
J125919.25+084515.1,27,0
J130215.14+063852.9,39,0
J130026.06+070758.9,35,0
J125938.12+062646.6,27,0
J125729.54+080212.3,26,0
J130702.00+074925.6,42,0
J130627.72+063121.9,30,0
J130638.06+083722.1,26,0
J131108.05+084722.3,21,0
J130918.61+083008.5,53,0
J130505.98+100802.3,21,0
J132031.92+061138.0,28,0
J132326.67+093333.5,28,0
J131430.72+094520.7,27,0
J131600.08+100630.0,42,0
J132055.07+101547.5,46,1
J132838.29+061136.5,40,1
J132619.04+061218.0,22,0
J132446.88+060923.9,16,0
J132959.55+085135.5,63,0
J132921.88+091826.4,0,2
J132444.27+082903.6,0,0
J132924.18+095655.8,46,0
J133522.63+063633.3,30,0
J133518.49+083115.6,29,0
J133604.95+073937.0,68,0
J133534.80+074614.5,36,0
J134033.12+071431.4,32,0
J134120.27+090318.0,34,0
J133402.54+092352.8,19,0
J133412.23+095808.9,33,0
J134914.87+070012.9,40,0
J134027.13+060655.6,44,0
J134051.60+070812.1,28,0
J134012.91+071733.6,37,0
J134346.82+072332.4,17,0
J134557.50+073156.1,29,0
J134948.04+085552.8,30,0
J135021.00+091244.1,23,0
J134101.33+101327.0,41,0
J134108.19+101720.6,40,0
J134053.45+092453.6,18,0
J134138.96+101209.5,31,0
J134734.19+094343.6,33,0
J134959.24+065954.4,27,0
J135116.02+073245.7,30,0
J135220.25+071809.6,31,0
J135149.11+072634.7,39,0
J135206.93+065755.4,24,0
J135508.15+082905.7,36,0
J135103.54+084333.0,37,0
J135126.28+094926.1,46,0
J135120.97+094048.3,22,0
J135203.58+092953.3,43,0
J135409.16+100002.8,34,0
J135428.41+092121.7,40,0
J140127.32+084422.5,43,0
J135816.51+082342.3,30,0
J140042.76+090958.3,43,0
J140414.88+054709.4,25,0
J135820.66+063032.7,52,0
J140828.48+084205.3,39,0
J140242.20+090950.9,29,0
J140403.61+094749.6,35,0
J141725.25+081225.9,39,0
J141707.38+082107.6,38,0
J141430.72+083615.6,22,0
J141545.38+093611.7,40,0
J141743.96+081703.2,48,0
J141730.86+084516.3,34,0
J142259.83+091449.7,45,0
J142322.55+092647.1,43,0
J142835.42+082937.8,45,0
J143155.24+090923.1,43,3
J144307.56+084359.8,37,0
J150540.20+071431.4,71,0
J145716.49+064645.7,51,0
J145907.65+083731.0,46,0
J150414.18+081959.0,21,0
J151121.52+061654.7,26,0
J151125.19+064112.8,34,0
J151023.80+061607.6,38,0
J150724.00+083021.2,34,0
J150740.24+080959.6,30,0
J150912.55+083835.1,16,0
J151244.54+060204.3,46,0
J151029.35+080807.1,28,0
J150932.33+073201.7,30,0
J151350.81+081143.3,53,0
J151637.32+072036.7,33,0
J152034.68+054412.9,36,0
J151744.80+054245.0,31,0
J151705.86+073408.6,23,0
J153106.05+055835.9,27,3
J152416.52+073403.5,31,0
J153219.26+064531.8,53,0
J153407.93+065350.4,52,0
J153629.65+070601.4,39,0
J154509.18+064918.1,52,0
J155124.05+064557.8,49,0
J160728.20+035131.5,51,0
J160852.21+053224.0,55,0
J160929.13+055411.2,49,0
J140754.30+054042.0,59,0
J140728.08+053840.7,37,0
J140700.01+062827.2,27,0
J140201.71+060253.0,38,0
J140214.81+055701.4,26,0
J140311.21+073604.5,31,0
J140826.28+065356.8,26,0
J140921.24+073240.0,38,0
J141215.33+071230.7,28,0
J141905.17+072659.5,43,0
J143024.99+052202.9,35,0
J142506.88+055128.0,24,0
J142620.84+070041.2,28,0
J143947.84+054304.4,58,0
J143818.42+065640.4,40,0
J144919.41+051232.9,53,0
J145432.60+053113.0,39,0
J145253.43+062936.3,28,0
J145723.25+045257.7,41,0
J150255.23+061326.7,22,0
J151107.86+052048.6,30,0
J150931.61+051832.9,22,0
J150755.15+044305.2,33,0
J151037.58+054728.8,28,0
J151115.55+061531.9,34,0
J151119.81+054440.0,31,0
J151318.76+055249.2,39,0
J151107.54+051441.5,26,0
J151105.57+051849.5,13,1
J151031.83+055840.2,32,0
J151047.95+054527.2,26,0
J152024.95+045244.5,24,0
J153421.36+043609.8,36,1
J153128.09+041719.1,59,0
J152706.35+043105.8,33,0
J152634.55+053430.2,53,0
J153446.04+050422.5,50,0
J135800.72+345146.3,29,0
J135931.60+354902.0,23,0
J140557.30+331855.8,19,0
J141152.61+351103.5,38,0
J141530.42+343047.8,12,0
J141852.52+333141.0,45,0
J141936.24+323329.1,27,0
J142255.61+341916.5,33,0
J142504.96+334721.6,33,0
J142635.78+330501.5,37,0
J144135.55+305257.1,37,0
J145059.28+303949.8,46,0
J145131.14+313247.7,46,0
J145254.60+311106.9,27,0
J145913.31+313739.9,31,0
J150809.37+292920.5,27,0
J150858.92+295708.2,23,0
J150016.23+294611.5,22,0
J150029.77+312650.8,24,0
J150407.09+310610.1,34,0
J151511.25+285452.2,23,0
J150742.94+283654.3,36,0
J150647.96+290743.1,42,1
J151733.78+290722.2,34,1
J152355.96+274624.9,21,1
J152441.99+275444.5,34,0
J152245.25+274134.9,34,0
J152220.97+274121.5,42,0
J152209.91+274330.1,41,0
J151947.71+282940.7,22,2
J152723.36+283527.2,32,0
J152712.10+281044.9,23,0
J152636.67+281345.5,49,0
J152743.38+280655.9,31,0
J152819.79+282144.0,31,0
J152827.76+282103.6,36,0
J152846.65+281629.5,40,0
J152940.40+281746.9,34,0
J153229.94+280610.5,30,0
J153306.99+280435.3,35,0
J153326.40+275659.6,36,0
J153908.23+270405.3,37,0
J154411.36+260714.4,43,0
J154527.59+262758.7,35,0
J154913.69+253956.1,34,0
J154954.68+255141.3,22,0
J160354.13+230529.9,53,0
J160701.04+233050.3,54,0
J072649.73+430101.1,49,0
J072626.89+440844.1,55,0
J072615.96+434231.8,28,0
J072728.08+432750.0,13,0
J072916.97+435720.9,37,0
J073026.73+440246.5,42,0
J073535.84+442439.7,45,0
J073548.04+443235.7,41,0
J073015.88+435412.9,36,0
J073141.26+452031.8,13,0
J073600.61+473627.9,39,0
J074049.96+475211.1,20,0
J074510.46+484601.4,24,0
J074231.47+483845.9,25,0
J074430.49+500316.4,33,0
J074935.38+520231.7,39,0
J075715.45+525202.7,31,0
J075619.82+531333.3,32,0
J081027.05+535702.4,31,0
J075815.29+542028.5,37,0
J080214.51+552603.1,45,0
J081101.93+550741.1,39,0
J081613.61+585948.9,21,0
J083832.98+594528.7,28,0
J082653.22+595609.7,34,0
J090032.87+651323.0,0,0
J091006.17+650933.8,23,0
J090724.06+651303.0,39,0
J090619.61+655121.8,33,0
J091042.74+655725.3,19,0
J091644.40+661954.2,11,0
J094450.23+663313.4,21,0
J100900.97+682659.5,19,0
J095903.74+690657.0,24,0
J234224.20-003724.6,46,0
J075041.82+172527.2,51,0
J075711.97+181918.9,35,0
J075529.77+154106.0,20,3
J074947.00+154013.3,59,0
J082703.00+222842.1,46,0
J082617.55+231707.7,37,0
J084047.27+243313.4,38,0
J084546.56+250828.3,30,0
J084827.37+245042.1,32,0
J085238.39+262800.2,29,0
J085035.89+250622.2,33,0
J085750.37+262520.7,30,0
J091038.07+262832.0,22,0
J090813.65+264203.0,26,0
J090518.53+274633.1,28,0
J090802.26+272445.7,31,0
J090856.35+273049.7,47,0
J090854.42+281708.8,27,1
J091145.91+300223.3,36,0
J092135.47+280330.4,30,0
J091916.14+282112.6,31,0
J091953.44+285842.7,29,0
J092205.11+282712.3,28,0
J091426.17+300856.4,23,0
J092458.40+285903.1,33,0
J092330.45+291354.4,42,0
J092728.80+293922.6,34,1
J092632.06+261750.1,24,0
J092708.01+264026.4,32,0
J093213.42+304525.6,39,0
J092833.27+323453.3,35,0
J092819.76+320200.9,15,0
J093328.08+292742.4,20,0
J093225.50+300642.9,25,0
J093836.88+312545.9,24,0
J093726.38+303134.7,18,0
J094056.90+310850.9,13,1
J093828.18+311241.6,35,0
J094659.88+340758.5,18,0
J094921.21+343924.4,32,0
J095024.93+344526.4,29,0
J094711.14+303943.4,43,0
J095054.69+321725.0,43,0
J095504.23+285345.3,24,0
J094751.54+295402.4,26,0
J100428.94+311121.4,33,0
J095620.75+311920.9,41,0
J100836.27+355417.0,28,0
J101101.38+352409.1,37,0
J100410.59+322204.4,40,0
J100354.60+332449.7,13,1
J100907.75+293651.8,25,0
J100833.36+295022.4,23,0
J101101.25+312852.3,22,0
J101113.00+311951.4,36,0
J101622.65+352907.8,38,0
J101439.53+342403.1,25,0
J101031.77+351535.4,31,0
J101232.90+361358.2,26,0
J101307.71+360547.0,39,0
J102051.55+361738.4,21,0
J101757.91+344929.9,38,0
J101716.43+305753.9,43,0
J102459.34+312427.2,9,0
J102423.30+361406.4,29,0
J102320.04+372221.8,27,0
J102330.40+370936.6,50,0
J102802.63+345314.5,28,0
J103236.83+305857.3,34,0
J115102.93+404849.4,21,0
J115302.83+402433.9,25,1
J123859.11+321933.9,37,0
J123250.89+325815.6,16,0
J113255.55+400948.9,31,0
J102902.27+373519.7,31,0
J113457.25+304538.4,40,0
J112854.21+312933.2,19,0
J124553.76+314853.5,25,0
J124405.89+314435.7,31,0
J115929.07+403134.7,54,0
J120351.82+413815.4,18,0
J120602.13+402816.1,38,0
J132121.06+382331.5,39,0
J131754.95+382834.1,31,0
J131801.46+382218.6,24,0
J132326.37+391219.5,41,0
J132403.31+394216.3,31,0
J132655.80+391726.9,20,0
J132604.90+274616.3,17,0
J112125.72+305319.8,28,0
J111909.55+304113.0,21,0
J112427.27+322010.7,14,0
J112600.82+313732.7,31,0
J112234.31+390134.7,23,0
J111203.08+381151.0,12,1
J111003.63+385805.5,28,0
J111158.40+393157.8,38,0
J111543.52+393215.5,19,0
J105321.28+293105.2,25,0
J105345.31+294700.2,22,1
J103516.30+315332.4,23,0
J103324.24+331217.5,37,0
J105916.42+332227.9,28,0
J105742.65+354503.8,22,0
J105944.10+345738.0,23,0
J105943.87+354635.2,21,0
J110136.19+354512.0,24,0
J123457.67+395509.2,45,0
J123326.73+400020.6,28,0
J122935.86+410554.3,35,0
J124945.34+394609.6,36,0
J125018.45+401141.2,28,0
J124359.90+395829.0,32,0
J123900.83+402344.0,34,0
J125152.96+411955.3,23,0
J125157.60+403054.6,33,0
J125257.42+405005.9,36,0
J125158.04+410409.3,23,0
J122141.33+401536.1,36,0
J125045.91+340357.3,29,0
J125051.50+352421.2,14,1
J110528.72+380054.9,19,0
J110405.05+381238.2,17,0
J125352.16+383642.1,36,0
J110542.07+300458.9,26,0
J110516.25+300842.1,27,0
J110203.71+303252.4,18,0
J105738.10+303201.9,16,0
J105606.39+300412.8,22,0
J110006.42+312215.7,29,0
J115757.87+313656.8,21,1
J114951.51+321159.4,11,0
J115841.52+315837.0,18,0
J133829.17+341214.8,31,0
J133340.26+332918.2,21,0
J133531.04+341355.7,33,0
J132758.21+342114.7,35,0
J132719.47+341615.3,35,0
J133753.06+345013.5,37,0
J125839.78+311631.3,22,0
J125110.49+324311.2,15,0
J125607.97+314052.6,39,0
J121420.10+402059.7,33,0
J120933.34+403618.3,25,0
J120821.84+402933.7,23,0
J121724.48+404946.1,50,0
J112817.01+383248.1,17,0
J112810.84+395308.9,33,0
J114435.52+371058.9,27,0
J114541.67+373557.8,37,0
J113912.92+383410.5,38,0
J114207.68+385312.9,34,0
J104501.76+364426.3,31,0
J103759.85+371956.2,43,0
J104023.32+375554.2,25,0
J122448.25+334741.8,35,0
J121937.70+324325.2,36,0
J121553.81+351721.0,23,0
J121829.78+341309.6,22,0
J123825.33+392425.6,48,0
J121659.00+381807.3,21,0
J121444.40+381913.9,40,0
J121951.85+390819.0,20,0
J132351.99+284321.2,36,0
J131820.85+290434.3,31,0
J131520.49+282300.2,19,0
J131753.01+302315.9,29,0
J132602.78+292648.1,28,0
J120946.73+320513.8,22,0
J120623.36+324438.0,30,0
J120826.23+331508.1,33,0
J121303.74+323648.2,15,0
J121210.41+333621.8,28,0
J121358.44+321952.1,38,0
J134037.73+381400.4,23,0
J133324.72+382118.7,40,0
J133148.77+375717.1,43,0
J133034.66+383926.0,15,0
J133717.54+390957.2,27,0
J133832.14+395719.5,36,0
J130435.32+323958.5,22,0
J125746.62+333413.1,24,0
J125533.42+335820.6,25,0
J130413.30+341054.0,27,0
J130257.04+345841.2,32,0
J105501.45+374948.0,32,0
J105330.18+373734.8,42,0
J105018.61+382800.9,19,0
J105742.91+380910.7,12,0
J113827.53+313430.3,18,0
J131402.15+285029.7,23,0
J131253.97+295741.3,36,0
J123509.14+350829.9,32,0
J123447.21+354652.0,24,0
J125935.17+291016.5,37,0
J113809.80+344333.9,27,0
J114054.01+361344.4,24,0
J114122.03+360354.8,19,0
J114030.85+361010.7,16,0
J122708.80+311825.2,22,0
J122556.79+312941.3,18,0
J122517.64+315846.7,26,0
J122054.11+332103.2,26,0
J135238.13+375105.2,10,2
J134838.13+384157.9,48,0
J135611.13+383309.2,36,0
J135531.53+383246.4,28,0
J123223.57+335709.6,25,0
J122434.07+341949.7,20,0
J122912.83+344949.4,18,0
J122840.17+343053.7,44,0
J131055.83+345929.8,38,0
J130616.92+350340.6,24,0
J130139.06+351623.3,45,0
J130201.78+352732.3,42,0
J130452.58+364632.7,21,0
J130339.68+361127.8,31,0
J133915.92+274700.5,51,0
J134433.52+292349.3,34,0
J130329.28+373756.8,35,0
J130101.66+374418.5,24,0
J130435.53+380928.1,38,0
J104455.80+310335.3,23,0
J104620.63+313647.5,27,0
J104121.55+311432.7,22,0
J104743.45+322404.4,12,0
J104746.23+321916.5,30,0
J123913.68+340730.4,26,0
J123548.92+331645.0,37,0
J124430.90+341859.9,21,1
J130644.27+394406.9,42,0
J125756.78+394518.5,20,0
J125807.39+392618.8,29,0
J125537.30+384030.8,20,0
J125540.32+404244.1,31,0
J125819.91+403706.8,27,0
J124819.04+351240.4,35,0
J124603.64+364726.0,34,0
J131847.07+345546.5,20,0
J131606.72+340632.8,40,0
J131550.91+341154.1,23,0
J131348.71+341535.1,29,0
J134903.75+305227.2,26,0
J134815.29+321643.9,36,0
J134815.41+321750.6,29,0
J104733.15+331630.4,16,0
J104215.27+334648.7,27,0
J104144.23+335258.5,25,0
J104430.75+345313.4,32,0
J105944.67+320510.5,54,0
J105048.83+321030.0,50,0
J105042.68+332544.5,21,0
J105558.68+325542.7,21,0
J114958.90+373211.4,13,0
J130938.19+302954.0,38,0
J130334.24+314102.0,27,0
J130208.87+310419.4,27,0
J125911.32+312018.1,35,0
J111237.62+362649.3,25,0
J111352.42+370801.1,29,0
J111107.23+353846.7,28,0
J110846.91+360647.8,33,0
J110845.99+375142.4,28,0
J125434.42+360031.2,27,0
J131115.36+371253.3,30,0
J131246.70+374036.5,38,0
J135320.56+361838.9,34,2
J110434.14+351545.9,42,0
J110650.73+354455.0,28,0
J110652.28+353315.0,21,0
J111043.20+352018.4,15,0
J115747.59+354338.0,20,0
J115800.36+360355.4,16,0
J115517.52+354008.2,34,0
J115518.45+360240.3,42,0
J115557.99+360406.3,35,0
J114611.04+355235.0,19,0
J115301.30+362122.8,31,0
